experiment_session_id,variant,checkout_started,payment_attempt,payment_failed,order_completed,order_value
EXP02273,Control,0,0,0,0,0.0
EXP02274,Treatment,1,1,0,1,518.68
EXP02275,Control,1,1,0,1,702.54
EXP02276,Control,0,0,0,0,0.0
EXP02277,Control,1,1,0,1,945.24
EXP02278,Treatment,1,1,0,1,1390.23
EXP02279,Control,1,1,0,1,994.49
EXP02280,Treatment,1,1,0,1,752.4
EXP02281,Treatment,0,0,0,0,0.0
EXP02282,Treatment,1,1,0,1,858.5
EXP02283,Control,1,1,0,1,907.85
EXP02284,Control,0,0,0,0,0.0
EXP02285,Treatment,1,1,0,1,1172.76
EXP02286,Control,1,1,0,1,537.77
EXP02287,Control,0,0,0,0,0.0
EXP02288,Treatment,1,1,0,1,450.51
EXP02289,Treatment,1,1,0,1,442.59
EXP02290,Control,1,1,0,1,869.34
EXP02291,Control,0,0,0,0,0.0
EXP02292,Treatment,1,1,1,0,0.0
EXP02293,Control,0,0,0,0,0.0
EXP02294,Treatment,1,1,0,1,726.6
EXP02295,Control,1,1,0,1,555.62
EXP02296,Treatment,1,1,0,1,587.55
EXP02297,Treatment,0,0,0,0,0.0
EXP02298,Treatment,1,1,0,1,811.32
EXP02299,Treatment,0,0,0,0,0.0
EXP02300,Treatment,0,0,0,0,0.0
EXP02301,Treatment,1,1,0,1,525.78
EXP02302,Treatment,1,1,0,1,734.44
EXP02303,Control,1,1,0,1,1409.45
EXP02304,Treatment,1,1,0,1,540.1
EXP02305,Treatment,1,1,0,1,636.96
EXP02306,Treatment,1,1,0,1,1945.26
EXP02307,Treatment,1,1,0,1,613.21
EXP02308,Control,1,1,0,1,963.33
EXP02309,Control,1,1,0,1,559.28
EXP02310,Control,1,1,1,0,0.0
EXP02311,Control,1,1,0,1,679.46
EXP02312,Treatment,0,0,0,0,0.0
EXP02313,Control,1,1,0,1,421.16
EXP02314,Treatment,1,1,0,1,1566.66
EXP02315,Treatment,1,1,0,1,990.47
EXP02316,Control,1,1,0,1,962.46
EXP02317,Treatment,1,1,0,1,1299.54
EXP02318,Control,0,0,0,0,0.0
EXP02319,Treatment,1,1,0,1,547.04
EXP02320,Control,1,1,1,0,0.0
EXP02321,Treatment,1,1,0,1,834.57
EXP02322,Control,0,0,0,0,0.0
EXP02323,Treatment,1,1,0,1,552.65
EXP02324,Control,1,1,0,1,333.87
EXP02325,Treatment,1,1,1,0,0.0
EXP02326,Treatment,1,0,0,0,0.0
EXP02327,Treatment,1,1,0,1,1544.73
EXP02328,Treatment,1,0,0,0,0.0
EXP02329,Control,1,1,1,0,0.0
EXP02330,Treatment,0,0,0,0,0.0
EXP02331,Control,1,0,0,0,0.0
EXP02332,Treatment,1,1,0,1,1274.75
EXP02333,Control,1,1,0,1,946.48
EXP02334,Control,1,1,0,1,930.65
EXP02335,Control,0,0,0,0,0.0
EXP02336,Treatment,0,0,0,0,0.0
EXP02337,Control,1,1,0,1,885.12
EXP02338,Control,1,1,0,1,622.23
EXP02339,Treatment,1,1,0,1,477.15
EXP02340,Control,0,0,0,0,0.0
EXP02341,Control,1,1,0,1,683.54
EXP02342,Treatment,1,1,0,1,681.27
EXP02343,Control,1,1,1,0,0.0
EXP02344,Control,1,1,1,0,0.0
EXP02345,Control,1,1,0,1,715.49
EXP02346,Treatment,1,1,0,1,1023.33
EXP02347,Treatment,0,0,0,0,0.0
EXP02348,Treatment,1,1,1,0,0.0
EXP02349,Treatment,1,1,0,1,486.64
EXP02350,Treatment,1,1,1,0,0.0
EXP02351,Control,0,0,0,0,0.0
EXP02352,Treatment,1,1,0,1,408.43
EXP02353,Treatment,1,1,1,0,0.0
EXP02354,Treatment,1,1,0,1,1638.68
EXP02355,Treatment,1,1,0,1,1064.19
EXP02356,Control,1,1,0,1,712.82
EXP02357,Control,1,1,1,0,0.0
EXP02358,Control,0,0,0,0,0.0
EXP02359,Control,1,1,0,1,607.34
EXP02360,Treatment,0,0,0,0,0.0
EXP02361,Control,1,1,0,1,684.78
EXP02362,Treatment,1,1,0,1,508.93
EXP02363,Treatment,1,1,0,1,941.21
EXP02364,Treatment,1,1,0,1,777.37
EXP02365,Control,0,0,0,0,0.0
EXP02366,Control,1,1,0,1,565.56
EXP02367,Control,1,1,0,1,550.99
EXP02368,Control,1,1,0,1,602.43
EXP02369,Control,1,1,0,1,627.81
EXP02370,Treatment,1,1,0,1,476.42
EXP02371,Treatment,1,0,0,0,0.0
EXP02372,Treatment,1,1,0,1,1168.62
EXP02373,Control,1,1,0,1,746.38
EXP02374,Treatment,1,1,0,1,704.06
EXP02375,Control,1,1,0,1,1069.34
EXP02376,Control,1,1,0,1,1239.69
EXP02377,Control,1,1,0,1,664.59
EXP02378,Treatment,0,0,0,0,0.0
EXP02379,Treatment,1,1,0,1,693.92
EXP02380,Treatment,1,1,0,1,791.23
EXP02381,Treatment,1,1,0,1,920.72
EXP02382,Control,0,0,0,0,0.0
EXP02383,Treatment,1,1,0,1,675.25
EXP02384,Treatment,1,1,0,1,652.63
EXP02385,Treatment,1,1,1,0,0.0
EXP02386,Treatment,0,0,0,0,0.0
EXP02387,Control,1,1,0,1,1377.88
EXP02388,Treatment,1,1,1,0,0.0
EXP02389,Treatment,1,1,0,1,906.57
EXP02390,Treatment,1,1,0,1,443.84
EXP02391,Treatment,1,1,0,1,570.12
EXP02392,Treatment,1,1,0,1,1049.28
EXP02393,Treatment,1,1,0,1,945.22
EXP02394,Control,1,1,1,0,0.0
EXP02395,Control,1,1,0,1,664.63
EXP02396,Control,1,1,0,1,827.74
EXP02397,Control,1,1,0,1,933.57
EXP02398,Treatment,1,1,0,1,887.82
EXP02399,Control,1,0,0,0,0.0
EXP02400,Treatment,1,1,0,1,727.98
EXP02401,Control,1,1,0,1,768.54
EXP02402,Treatment,1,1,0,1,368.21
EXP02403,Control,1,1,0,1,582.26
EXP02404,Control,1,1,0,1,1145.81
EXP02405,Treatment,1,1,0,1,808.5
EXP02406,Treatment,1,1,0,1,500.88
EXP02407,Treatment,1,1,0,1,498.0
EXP02408,Treatment,0,0,0,0,0.0
EXP02409,Treatment,1,1,0,1,598.99
EXP02410,Control,1,1,1,0,0.0
EXP02411,Treatment,1,1,0,1,667.03
EXP02412,Control,0,0,0,0,0.0
EXP02413,Control,1,1,0,1,524.94
EXP02414,Control,1,1,0,1,297.89
EXP02415,Treatment,1,1,0,1,1166.25
EXP02416,Control,1,1,0,1,668.51
EXP02417,Treatment,1,1,0,1,917.63
EXP02418,Treatment,1,1,0,1,922.02
EXP02419,Treatment,1,1,0,1,1076.0
EXP02420,Treatment,1,1,0,1,981.67
EXP02421,Treatment,1,1,0,1,579.25
EXP02422,Treatment,1,1,0,1,568.89
EXP02423,Treatment,1,1,1,0,0.0
EXP02424,Control,1,1,0,1,668.13
EXP02425,Control,1,1,0,1,627.86
EXP02426,Control,1,1,0,1,496.3
EXP02427,Treatment,1,1,0,1,523.17
EXP02428,Treatment,0,0,0,0,0.0
EXP02429,Treatment,1,1,1,0,0.0
EXP02430,Control,0,0,0,0,0.0
EXP02431,Control,1,1,0,1,719.97
EXP02432,Control,0,0,0,0,0.0
EXP02433,Treatment,1,1,0,1,1034.18
EXP02434,Treatment,0,0,0,0,0.0
EXP02435,Treatment,1,1,0,1,1468.24
EXP02436,Control,1,1,0,1,884.04
EXP02437,Control,1,1,0,1,866.01
EXP02438,Treatment,1,1,0,1,1477.72
EXP02439,Control,1,1,0,1,902.3
EXP02440,Treatment,1,1,0,1,961.15
EXP02441,Treatment,1,1,1,0,0.0
EXP02442,Control,1,1,1,0,0.0
EXP02443,Control,0,0,0,0,0.0
EXP02444,Control,1,1,0,1,734.19
EXP02445,Control,0,0,0,0,0.0
EXP02446,Control,1,1,0,1,427.62
EXP02447,Treatment,1,1,0,1,933.88
EXP02448,Treatment,1,1,0,1,354.43
EXP02449,Control,1,1,0,1,534.44
EXP02450,Control,1,1,0,1,587.43
EXP02451,Treatment,0,0,0,0,0.0
EXP02452,Control,1,1,0,1,455.45
EXP02453,Treatment,1,1,0,1,679.08
EXP02454,Control,1,1,0,1,967.63
EXP02455,Control,0,0,0,0,0.0
EXP02456,Treatment,1,1,0,1,556.3
EXP02457,Control,1,1,0,1,980.19
EXP02458,Control,1,1,0,1,840.41
EXP02459,Control,1,1,0,1,483.68
EXP02460,Treatment,1,1,0,1,1203.69
EXP02461,Control,0,0,0,0,0.0
EXP02462,Control,1,1,1,0,0.0
EXP02463,Treatment,1,1,0,1,938.55
EXP02464,Control,1,1,0,1,612.85
EXP02465,Control,1,1,0,1,1061.69
EXP02466,Treatment,0,0,0,0,0.0
EXP02467,Control,0,0,0,0,0.0
EXP02468,Control,0,0,0,0,0.0
EXP02469,Control,1,1,0,1,1015.26
EXP02470,Control,0,0,0,0,0.0
EXP02471,Control,1,1,1,0,0.0
EXP02472,Treatment,1,1,0,1,417.16
EXP02473,Treatment,1,1,0,1,831.13
EXP02474,Control,1,1,0,1,789.34
EXP02475,Control,1,1,1,0,0.0
EXP02476,Treatment,1,1,0,1,529.74
EXP02477,Control,1,1,0,1,887.99
EXP02478,Control,1,1,0,1,368.0
EXP02479,Treatment,1,1,0,1,511.59
EXP02480,Control,1,1,1,0,0.0
EXP02481,Treatment,1,1,1,0,0.0
EXP02482,Treatment,1,1,0,1,450.36
EXP02483,Treatment,1,1,0,1,1311.83
EXP02484,Control,0,0,0,0,0.0
EXP02485,Treatment,0,0,0,0,0.0
EXP02486,Treatment,1,1,0,1,603.3
EXP02487,Control,0,0,0,0,0.0
EXP02488,Treatment,1,1,0,1,393.29
EXP02489,Treatment,1,1,0,1,1121.21
EXP02490,Treatment,1,1,1,0,0.0
EXP02491,Treatment,1,1,0,1,1067.4
EXP02492,Control,1,1,0,1,543.93
EXP02493,Treatment,1,1,0,1,1362.39
EXP02494,Treatment,1,1,0,1,1310.63
EXP02495,Treatment,1,1,0,1,511.35
EXP02496,Treatment,1,1,1,0,0.0
EXP02497,Treatment,1,1,0,1,664.42
EXP02498,Control,1,1,0,1,777.06
EXP02499,Treatment,1,1,0,1,793.46
EXP02500,Treatment,1,1,0,1,1155.23
EXP02501,Control,1,1,0,1,414.95
EXP02502,Treatment,1,1,0,1,826.3
EXP02503,Treatment,1,1,0,1,916.21
EXP02504,Control,1,1,0,1,808.89
EXP02505,Control,1,1,0,1,779.66
EXP02506,Control,1,1,0,1,1132.92
EXP02507,Control,1,1,0,1,841.46
EXP02508,Treatment,1,1,0,1,519.66
EXP02509,Control,1,1,1,0,0.0
EXP02510,Treatment,1,1,0,1,1050.13
EXP02511,Treatment,1,1,0,1,1421.53
EXP02512,Treatment,1,1,0,1,402.5
EXP02513,Treatment,0,0,0,0,0.0
EXP02514,Treatment,1,1,0,1,889.89
EXP02515,Control,1,1,0,1,793.71
EXP02516,Control,1,1,0,1,452.37
EXP02517,Control,1,1,0,1,738.94
EXP02518,Treatment,0,0,0,0,0.0
EXP02519,Control,1,1,1,0,0.0
EXP02520,Control,0,0,0,0,0.0
EXP02521,Control,1,0,0,0,0.0
EXP02522,Treatment,1,1,0,1,803.88
EXP02523,Treatment,0,0,0,0,0.0
EXP02524,Treatment,1,1,0,1,414.94
EXP02525,Control,1,1,0,1,740.81
EXP02526,Control,1,0,0,0,0.0
EXP02527,Treatment,0,0,0,0,0.0
EXP02528,Treatment,1,1,0,1,824.19
EXP02529,Treatment,0,0,0,0,0.0
EXP02530,Treatment,1,1,0,1,581.58
EXP02531,Treatment,1,1,0,1,444.13
EXP02532,Control,1,1,0,1,668.9
EXP02533,Control,1,1,0,1,793.04
EXP02534,Treatment,1,1,0,1,619.75
EXP02535,Control,1,1,0,1,402.46
EXP02536,Control,1,1,1,0,0.0
EXP02537,Control,1,1,0,1,544.52
EXP02538,Treatment,1,1,0,1,698.49
EXP02539,Control,1,1,1,0,0.0
EXP02540,Treatment,1,1,0,1,654.02
EXP02541,Control,1,1,0,1,555.85
EXP02542,Treatment,1,1,1,0,0.0
EXP02543,Control,1,0,0,0,0.0
EXP02544,Control,1,1,1,0,0.0
EXP02545,Control,1,1,0,1,840.9
EXP02546,Control,0,0,0,0,0.0
EXP02547,Treatment,1,1,1,0,0.0
EXP02548,Treatment,0,0,0,0,0.0
EXP02549,Control,0,0,0,0,0.0
EXP02550,Treatment,0,0,0,0,0.0
EXP02551,Control,1,1,0,1,1066.26
EXP02552,Control,0,0,0,0,0.0
EXP02553,Control,1,1,0,1,740.03
EXP02554,Control,1,1,0,1,538.89
EXP02555,Treatment,1,1,1,0,0.0
EXP02556,Treatment,1,1,0,1,585.48
EXP02557,Control,1,1,1,0,0.0
EXP02558,Control,0,0,0,0,0.0
EXP02559,Control,0,0,0,0,0.0
EXP02560,Treatment,1,1,0,1,1280.88
EXP02561,Control,1,1,0,1,777.1
EXP02562,Treatment,1,1,0,1,1121.66
EXP02563,Control,1,1,0,1,552.8
EXP02564,Treatment,1,1,0,1,806.51
EXP02565,Control,1,1,0,1,1626.85
EXP02566,Control,0,0,0,0,0.0
EXP02567,Control,1,0,0,0,0.0
EXP02568,Treatment,1,1,0,1,1135.46
EXP02569,Control,1,1,1,0,0.0
EXP02570,Control,0,0,0,0,0.0
EXP02571,Treatment,0,0,0,0,0.0
EXP02572,Treatment,1,1,0,1,1599.91
EXP02573,Treatment,1,1,0,1,965.03
EXP02574,Treatment,1,1,0,1,1638.54
EXP02575,Control,1,1,0,1,1219.54
EXP02576,Control,1,1,0,1,435.65
EXP02577,Treatment,1,1,0,1,710.68
EXP02578,Treatment,1,1,0,1,733.49
EXP02579,Treatment,1,0,0,0,0.0
EXP02580,Control,1,1,0,1,411.95
EXP02581,Treatment,1,1,1,0,0.0
EXP02582,Treatment,1,1,0,1,605.14
EXP02583,Control,1,1,0,1,1502.64
EXP02584,Control,1,1,0,1,606.18
EXP02585,Control,1,1,0,1,392.64
EXP02586,Treatment,1,1,0,1,404.89
EXP02587,Treatment,1,1,0,1,599.84
EXP02588,Treatment,1,1,0,1,686.57
EXP02589,Control,1,1,0,1,768.14
EXP02590,Treatment,1,0,0,0,0.0
EXP02591,Treatment,1,1,0,1,664.62
EXP02592,Treatment,1,1,0,1,828.79
EXP02593,Treatment,1,1,0,1,1702.49
EXP02594,Control,0,0,0,0,0.0
EXP02595,Treatment,1,1,0,1,1152.92
EXP02596,Control,1,0,0,0,0.0
EXP02597,Treatment,1,1,0,1,671.62
EXP02598,Control,1,1,0,1,469.06
EXP02599,Treatment,1,1,0,1,538.46
EXP02600,Control,1,1,0,1,598.64
EXP02601,Control,1,1,0,1,1026.05
EXP02602,Control,1,1,0,1,727.16
EXP02603,Control,1,1,0,1,616.91
EXP02604,Treatment,1,1,0,1,518.91
EXP02605,Control,1,1,0,1,739.36
EXP02606,Treatment,0,0,0,0,0.0
EXP02607,Control,1,1,0,1,1133.74
EXP02608,Treatment,1,1,0,1,901.47
EXP02609,Control,1,1,0,1,793.9
EXP02610,Control,1,1,1,0,0.0
EXP02611,Control,1,1,0,1,727.33
EXP02612,Treatment,1,1,0,1,617.26
EXP02613,Control,0,0,0,0,0.0
EXP02614,Control,1,1,0,1,528.78
EXP02615,Treatment,1,1,0,1,485.72
EXP02616,Treatment,1,1,0,1,780.05
EXP02617,Control,1,1,0,1,960.4
EXP02618,Control,1,1,0,1,899.44
EXP02619,Treatment,1,1,0,1,663.88
EXP02620,Treatment,1,1,0,1,603.4
EXP02621,Control,1,1,0,1,1279.18
EXP02622,Control,1,1,0,1,1141.93
EXP02623,Treatment,1,1,1,0,0.0
EXP02624,Treatment,0,0,0,0,0.0
EXP02625,Control,1,1,0,1,881.38
EXP02626,Control,1,1,1,0,0.0
EXP02627,Control,1,1,0,1,1335.53
EXP02628,Control,0,0,0,0,0.0
EXP02629,Treatment,1,1,0,1,570.41
EXP02630,Control,1,1,0,1,1005.93
EXP02631,Treatment,1,1,0,1,727.96
EXP02632,Treatment,1,1,0,1,516.61
EXP02633,Control,1,1,0,1,832.18
EXP02634,Control,1,1,0,1,1262.77
EXP02635,Treatment,1,1,1,0,0.0
EXP02636,Treatment,1,1,0,1,1290.91
EXP02637,Control,1,1,0,1,396.36
EXP02638,Control,1,1,0,1,731.5
EXP02639,Treatment,1,1,0,1,502.09
EXP02640,Control,1,1,0,1,511.25
EXP02641,Treatment,1,1,0,1,792.8
EXP02642,Control,1,1,0,1,805.53
EXP02643,Control,1,1,0,1,800.45
EXP02644,Treatment,1,1,0,1,367.34
EXP02645,Treatment,0,0,0,0,0.0
EXP02646,Treatment,1,1,0,1,583.37
EXP02647,Control,1,1,0,1,706.96
EXP02648,Treatment,1,1,0,1,1101.09
EXP02649,Control,1,1,0,1,678.08
EXP02650,Control,1,1,0,1,743.65
EXP02651,Treatment,1,1,0,1,739.39
EXP02652,Treatment,1,1,1,0,0.0
EXP02653,Control,1,1,0,1,1270.21
EXP02654,Control,1,1,0,1,564.43
EXP02655,Treatment,1,1,0,1,677.49
EXP02656,Treatment,0,0,0,0,0.0
EXP02657,Treatment,1,1,1,0,0.0
EXP02658,Control,1,1,0,1,708.39
EXP02659,Treatment,1,1,0,1,799.71
EXP02660,Treatment,1,1,0,1,1459.06
EXP02661,Control,1,1,0,1,696.64
EXP02662,Control,0,0,0,0,0.0
EXP02663,Control,1,1,0,1,1316.36
EXP02664,Treatment,1,1,1,0,0.0
EXP02665,Treatment,1,1,0,1,785.63
EXP02666,Treatment,0,0,0,0,0.0
EXP02667,Control,1,1,0,1,1160.38
EXP02668,Control,0,0,0,0,0.0
EXP02669,Treatment,1,1,0,1,1374.99
EXP02670,Control,1,1,0,1,945.95
EXP02671,Control,0,0,0,0,0.0
EXP02672,Control,1,0,0,0,0.0
EXP02673,Treatment,1,1,0,1,749.21
EXP02674,Control,1,1,0,1,976.21
EXP02675,Treatment,1,0,0,0,0.0
EXP02676,Control,0,0,0,0,0.0
EXP02677,Control,1,1,0,1,1113.3
EXP02678,Treatment,1,1,0,1,753.47
EXP02679,Treatment,1,0,0,0,0.0
EXP02680,Control,1,1,0,1,1058.8
EXP02681,Control,1,1,0,1,626.93
EXP02682,Control,1,1,0,1,517.45
EXP02683,Treatment,1,1,0,1,854.34
EXP02684,Treatment,1,1,0,1,1429.75
EXP02685,Control,1,1,1,0,0.0
EXP02686,Treatment,1,1,0,1,1040.22
EXP02687,Control,1,1,0,1,997.46
EXP02688,Control,1,1,0,1,938.49
EXP02689,Control,1,1,0,1,640.4
EXP02690,Treatment,1,1,1,0,0.0
EXP02691,Treatment,1,1,0,1,587.65
EXP02692,Treatment,0,0,0,0,0.0
EXP02693,Treatment,1,1,1,0,0.0
EXP02694,Treatment,1,1,0,1,522.0
EXP02695,Treatment,1,1,0,1,721.31
EXP02696,Treatment,1,1,0,1,762.49
EXP02697,Control,1,1,0,1,633.22
EXP02698,Treatment,1,1,0,1,630.6
EXP02699,Treatment,1,1,0,1,909.06
EXP02700,Control,1,1,1,0,0.0
EXP02701,Treatment,1,1,0,1,830.58
EXP02702,Treatment,1,1,0,1,455.03
EXP02703,Treatment,1,1,0,1,723.08
EXP02704,Control,1,1,0,1,535.41
EXP02705,Control,1,1,0,1,647.37
EXP02706,Treatment,0,0,0,0,0.0
EXP02707,Treatment,1,1,1,0,0.0
EXP02708,Treatment,1,1,1,0,0.0
EXP02709,Control,1,1,0,1,1005.23
EXP02710,Control,0,0,0,0,0.0
EXP02711,Control,0,0,0,0,0.0
EXP02712,Control,1,1,0,1,502.95
EXP02713,Control,1,1,0,1,760.12
EXP02714,Treatment,0,0,0,0,0.0
EXP02715,Control,1,1,0,1,813.48
EXP02716,Control,1,1,0,1,1381.48
EXP02717,Control,0,0,0,0,0.0
EXP02718,Treatment,0,0,0,0,0.0
EXP02719,Treatment,1,1,0,1,1201.05
EXP02720,Treatment,1,1,0,1,922.67
EXP02721,Treatment,1,1,1,0,0.0
EXP02722,Treatment,1,1,0,1,1209.75
EXP02723,Control,0,0,0,0,0.0
EXP02724,Treatment,1,1,0,1,800.42
EXP02725,Treatment,1,1,1,0,0.0
EXP02726,Control,1,1,0,1,784.34
EXP02727,Treatment,1,1,0,1,1092.11
EXP02728,Treatment,0,0,0,0,0.0
EXP02729,Control,1,1,0,1,593.6
EXP02730,Treatment,0,0,0,0,0.0
EXP02731,Control,1,1,0,1,647.74
EXP02732,Control,1,1,0,1,773.57
EXP02733,Control,1,1,0,1,758.76
EXP02734,Treatment,1,1,0,1,537.32
EXP02735,Treatment,1,1,0,1,748.4
EXP02736,Control,1,1,0,1,549.87
EXP02737,Treatment,0,0,0,0,0.0
EXP02738,Treatment,1,1,0,1,870.07
EXP02739,Treatment,1,1,1,0,0.0
EXP02740,Control,1,1,0,1,820.81
EXP02741,Treatment,1,1,0,1,1381.14
EXP02742,Control,1,1,0,1,574.48
EXP02743,Treatment,1,1,0,1,820.15
EXP02744,Treatment,1,1,0,1,640.79
EXP02745,Treatment,1,1,0,1,709.35
EXP02746,Control,1,1,0,1,1001.75
EXP02747,Treatment,1,1,0,1,801.06
EXP02748,Treatment,0,0,0,0,0.0
EXP02749,Treatment,1,1,0,1,645.89
EXP02750,Treatment,0,0,0,0,0.0
EXP02751,Control,1,1,0,1,764.26
EXP02752,Control,0,0,0,0,0.0
EXP02753,Control,1,1,0,1,518.94
EXP02754,Control,0,0,0,0,0.0
EXP02755,Treatment,1,1,0,1,486.18
EXP02756,Treatment,1,1,0,1,599.22
EXP02757,Treatment,1,1,0,1,899.01
EXP02758,Treatment,1,1,0,1,737.87
EXP02759,Treatment,1,1,0,1,403.8
EXP02760,Treatment,1,1,0,1,521.1
EXP02761,Treatment,1,1,0,1,844.61
EXP02762,Control,0,0,0,0,0.0
EXP02763,Treatment,1,1,0,1,548.76
EXP02764,Treatment,0,0,0,0,0.0
EXP02765,Treatment,1,1,0,1,608.9
EXP02766,Control,1,1,1,0,0.0
EXP02767,Treatment,0,0,0,0,0.0
EXP02768,Treatment,1,1,0,1,977.47
EXP02769,Control,0,0,0,0,0.0
EXP02770,Control,1,1,0,1,658.18
EXP02771,Treatment,1,1,0,1,880.79
EXP02772,Treatment,1,1,0,1,327.09
EXP02773,Treatment,1,1,0,1,1149.64
EXP02774,Treatment,1,1,0,1,822.12
EXP02775,Control,1,0,0,0,0.0
EXP02776,Treatment,1,1,0,1,871.16
EXP02777,Control,1,1,0,1,896.49
EXP02778,Control,0,0,0,0,0.0
EXP02779,Treatment,0,0,0,0,0.0
EXP02780,Treatment,0,0,0,0,0.0
EXP02781,Control,1,1,0,1,852.24
EXP02782,Control,1,1,1,0,0.0
EXP02783,Treatment,1,1,0,1,542.23
EXP02784,Control,1,1,1,0,0.0
EXP02785,Treatment,1,1,0,1,1071.32
EXP02786,Treatment,1,1,0,1,961.15
EXP02787,Treatment,1,1,0,1,602.77
EXP02788,Treatment,1,1,0,1,2010.81
EXP02789,Treatment,1,1,0,1,645.37
EXP02790,Control,1,0,0,0,0.0
EXP02791,Treatment,1,1,0,1,610.53
EXP02792,Treatment,0,0,0,0,0.0
EXP02793,Control,1,1,0,1,507.59
EXP02794,Control,0,0,0,0,0.0
EXP02795,Control,1,1,0,1,539.18
EXP02796,Treatment,1,1,0,1,692.04
EXP02797,Control,1,1,1,0,0.0
EXP02798,Treatment,1,1,0,1,872.91
EXP02799,Treatment,0,0,0,0,0.0
EXP02800,Treatment,1,1,0,1,637.15
EXP02801,Control,1,1,0,1,1006.25
EXP02802,Control,0,0,0,0,0.0
EXP02803,Treatment,1,1,0,1,825.76
EXP02804,Treatment,1,1,0,1,534.87
EXP02805,Control,0,0,0,0,0.0
EXP02806,Treatment,1,1,0,1,689.35
EXP02807,Control,0,0,0,0,0.0
EXP02808,Control,1,1,0,1,647.08
EXP02809,Control,1,1,0,1,585.17
EXP02810,Treatment,1,1,0,1,432.38
EXP02811,Treatment,0,0,0,0,0.0
EXP02812,Control,1,1,1,0,0.0
EXP02813,Treatment,1,1,0,1,702.36
EXP02814,Treatment,1,1,0,1,748.57
EXP02815,Treatment,1,1,0,1,718.57
EXP02816,Treatment,1,1,1,0,0.0
EXP02817,Control,1,1,0,1,457.45
EXP02818,Treatment,0,0,0,0,0.0
EXP02819,Control,1,1,0,1,483.8
EXP02820,Control,1,1,0,1,614.59
EXP02821,Control,1,1,0,1,490.94
EXP02822,Control,0,0,0,0,0.0
EXP02823,Treatment,1,1,0,1,1153.6
EXP02824,Treatment,1,1,0,1,510.81
EXP02825,Treatment,1,1,0,1,930.24
EXP02826,Control,0,0,0,0,0.0
EXP02827,Control,0,0,0,0,0.0
EXP02828,Control,0,0,0,0,0.0
EXP02829,Treatment,1,1,0,1,590.77
EXP02830,Treatment,1,1,0,1,476.95
EXP02831,Control,0,0,0,0,0.0
EXP02832,Treatment,1,1,0,1,842.47
EXP02833,Control,1,1,0,1,759.37
EXP02834,Treatment,0,0,0,0,0.0
EXP02835,Control,1,0,0,0,0.0
EXP02836,Treatment,1,1,0,1,660.32
EXP02837,Control,0,0,0,0,0.0
EXP02838,Control,1,1,1,0,0.0
EXP02839,Control,1,1,0,1,827.09
EXP02840,Treatment,1,1,0,1,842.29
EXP02841,Treatment,0,0,0,0,0.0
EXP02842,Treatment,1,1,1,0,0.0
EXP02843,Control,1,1,0,1,1132.55
EXP02844,Control,1,1,1,0,0.0
EXP02845,Treatment,1,1,0,1,613.89
EXP02846,Control,1,1,0,1,1118.17
EXP02847,Treatment,1,1,0,1,694.2
EXP02848,Control,0,0,0,0,0.0
EXP02849,Treatment,1,1,0,1,627.84
EXP02850,Treatment,1,1,0,1,423.65
EXP02851,Control,1,1,0,1,1016.02
EXP02852,Control,1,1,0,1,453.3
EXP02853,Treatment,1,1,0,1,725.05
EXP02854,Treatment,1,1,0,1,609.55
EXP02855,Control,1,1,0,1,427.78
EXP02856,Control,0,0,0,0,0.0
EXP02857,Treatment,0,0,0,0,0.0
EXP02858,Treatment,1,1,0,1,961.58
EXP02859,Control,0,0,0,0,0.0
EXP02860,Control,1,1,0,1,1462.47
EXP02861,Control,1,1,0,1,781.18
EXP02862,Control,1,1,0,1,1156.27
EXP02863,Treatment,1,1,1,0,0.0
EXP02864,Treatment,1,1,0,1,569.16
EXP02865,Control,1,1,0,1,720.35
EXP02866,Control,1,1,0,1,1065.3
EXP02867,Control,1,1,0,1,471.88
EXP02868,Treatment,1,1,0,1,620.48
EXP02869,Treatment,0,0,0,0,0.0
EXP02870,Control,0,0,0,0,0.0
EXP02871,Control,1,1,0,1,765.96
EXP02872,Control,0,0,0,0,0.0
EXP02873,Treatment,1,1,0,1,1150.56
EXP02874,Treatment,1,1,0,1,816.02
EXP02875,Treatment,1,1,0,1,1423.74
EXP02876,Control,1,1,0,1,1025.8
EXP02877,Treatment,0,0,0,0,0.0
EXP02878,Treatment,0,0,0,0,0.0
EXP02879,Treatment,1,1,0,1,680.09
EXP02880,Treatment,1,1,0,1,1124.5
EXP02881,Treatment,1,1,0,1,638.36
EXP02882,Treatment,0,0,0,0,0.0
EXP02883,Treatment,0,0,0,0,0.0
EXP02884,Control,1,1,0,1,1132.07
EXP02885,Treatment,1,1,0,1,609.6
EXP02886,Control,1,1,0,1,932.01
EXP02887,Control,1,1,0,1,1049.64
EXP02888,Control,1,1,0,1,911.56
EXP02889,Treatment,1,1,0,1,429.42
EXP02890,Control,0,0,0,0,0.0
EXP02891,Control,1,1,1,0,0.0
EXP02892,Control,0,0,0,0,0.0
EXP02893,Treatment,0,0,0,0,0.0
EXP02894,Control,0,0,0,0,0.0
EXP02895,Control,0,0,0,0,0.0
EXP02896,Treatment,0,0,0,0,0.0
EXP02897,Treatment,0,0,0,0,0.0
EXP02898,Control,1,1,0,1,1114.34
EXP02899,Control,0,0,0,0,0.0
EXP02900,Control,0,0,0,0,0.0
EXP02901,Control,1,0,0,0,0.0
